rcept_no,reprt_code,bsns_year,corp_code,stock_code,thstrm_amount_연결재무제표_재무상태표_유동자산_2022.12.31 현재,thstrm_amount_연결재무제표_재무상태표_비유동자산_2022.12.31 현재,thstrm_amount_연결재무제표_재무상태표_자산총계_2022.12.31 현재,thstrm_amount_연결재무제표_재무상태표_유동부채_2022.12.31 현재,thstrm_amount_연결재무제표_재무상태표_비유동부채_2022.12.31 현재,thstrm_amount_연결재무제표_재무상태표_부채총계_2022.12.31 현재,thstrm_amount_연결재무제표_재무상태표_자본금_2022.12.31 현재,thstrm_amount_연결재무제표_재무상태표_이익잉여금_2022.12.31 현재,thstrm_amount_연결재무제표_재무상태표_자본총계_2022.12.31 현재,thstrm_amount_연결재무제표_손익계산서_매출액_2022.01.01 ~ 2022.12.31,thstrm_amount_연결재무제표_손익계산서_영업이익_2022.01.01 ~ 2022.12.31,thstrm_amount_연결재무제표_손익계산서_법인세차감전 순이익_2022.01.01 ~ 2022.12.31,thstrm_amount_연결재무제표_손익계산서_당기순이익_2022.01.01 ~ 2022.12.31
20230302000615,11011,2022,231363,32640,"5,043,422,000,000","14,731,378,000,000","19,774,800,000,000","4,817,824,000,000","6,507,309,000,000","11,325,133,000,000","2,573,969,000,000","4,866,522,000,000","8,449,667,000,000","13,905,990,000,000","1,081,260,000,000","856,812,000,000","662,588,000,000"
20230323001373,11011,2022,355548,53590,"197,633,382,591","127,823,912,629","325,457,295,220","221,038,267,624","52,877,654,420","273,915,922,044","78,589,406,500","-45,954,571,982","51,541,373,176","305,931,419,880","-14,394,878,608","-23,808,871,864","-18,557,128,095"
20230330001150,11011,2022,627029,99520,"21,293,464,522","2,310,173,328","23,603,637,850","2,253,405,405","1,402,324,980","3,655,730,385","12,324,933,500","-34,395,491,758","19,947,907,465","26,640,082,621","710,300,167","2,548,293,077","2,548,293,077"
20230404002922,11011,2022,336297,49720,"46,418,456,200","40,816,995,520","87,235,451,720","39,496,580,368","8,446,726,859","47,943,307,227","7,150,000,000","30,196,429,291","39,292,144,493","146,766,810,274","11,990,816,137","11,406,660,249","10,592,337,133"
20230324001203,11011,2022,1036367,203690,"13,244,387,523","38,235,230,230","51,479,617,753","37,943,072,006","3,709,694,051","41,652,766,057","4,590,509,600","-2,463,479,011","9,826,851,696","26,575,597,422","-7,338,010,988","-5,620,046,649","-5,560,647,745"
20230323001515,11011,2022,458562,89530,"29,971,513,988","33,953,401,033","97,760,031,906","15,605,146,423","958,362,315","25,698,625,623","36,139,201,500","-124,841,804,625","72,061,406,283","17,047,250,133","-7,178,767,705","-20,252,810,502","-91,556,775,658"
20230320000936,11011,2022,545929,95700,"52,384,073,857","336,397,033,644","388,781,107,501","78,933,215,367","28,939,929,838","107,873,145,205","577,727,464,992","-231,597,728,951","280,907,962,296","16,139,032,166","-33,679,063,951","-57,131,835,253","-57,131,835,253"
20230321000646,11011,2022,1071944,218150,"41,972,094,080","14,123,160,905","56,095,254,985","14,940,677,049","319,749,061","15,260,426,110","1,989,584,400","21,019,349,825","40,834,828,875","75,635,321,633","1,582,783,593","905,395,082","878,147,425"
20230320000717,11011,2022,833064,259630,"268,999,426,251","52,323,716,753","321,323,143,004","229,070,289,267","35,808,414,430","264,878,703,697","6,141,201,000","22,011,307,437","56,444,439,307","116,611,603,644","-9,856,864,630","-20,980,586,546","-15,229,187,767"
20230321001042,11011,2022,405959,115570,"50,536,919,298","65,510,041,312","116,046,960,610","36,701,995,545","1,476,857,527","38,178,853,072","3,992,254,000","41,025,871,539","77,868,107,538","104,072,501,016","3,963,756,222","5,219,143,310","6,537,004,317"
20230322000490,11011,2022,136457,2360,"81,702,957,489","42,457,334,642","124,160,292,131","10,758,686,692","19,300,137,300","30,058,823,992","55,739,975,000","33,210,778,154","94,101,468,139","167,355,874,554","805,218,302","2,439,481,375","1,832,403,955"
20230316001442,11011,2022,918222,156100,"36,146,815,998","16,516,517,628","52,663,333,626","37,980,728,499","3,920,886,937","41,901,615,436","6,702,829,500","-65,348,382,218","10,761,718,190","19,767,459,566","-13,058,488,369","-16,298,639,342","-16,232,882,299"
20230321001177,11011,2022,111193,108380,"127,196,709,298","133,915,813,519","261,112,522,817","41,386,238,914","1,257,106,199","42,643,345,113","4,783,666,500","181,918,258,605","218,469,177,704","130,396,027,254","-9,885,634,582","-11,318,561,163","-7,496,350,570"
20230321001533,11011,2022,442826,78140,"130,218,025,434","55,918,878,760","186,136,904,194","34,838,634,923","2,857,789,293","37,696,424,216","5,543,289,500","87,988,838,339","148,440,479,978","93,504,353,114","8,174,396,525","10,712,696,989","11,793,863,338"
20230316000902,11011,2022,1168383,249420,"282,034,867,633","373,775,346,300","655,810,213,933","316,290,402,129","141,295,574,783","457,585,976,912","26,803,285,000","-211,102,186,432","198,224,237,021","637,714,489,814","-73,481,142,189","-119,823,395,577","-142,169,549,897"
20230316001183,11011,2022,146083,230,"357,916,641,920","504,636,524,974","862,553,166,894","526,724,128,430","166,728,856,990","693,452,985,420","11,540,400,000","-180,180,594,398","169,100,181,474","675,539,717,333","-98,410,983,144","-172,950,439,727","-194,503,503,708"
20230321000789,11011,2022,596260,79970,"76,885,223,229","28,167,655,993","105,052,879,222","51,013,993,221","9,075,960,640","60,089,953,861","34,802,756,000","-111,186,462,720","44,962,925,361","43,214,170,891","-3,824,133,458","-18,833,424,807","-15,660,632,347"
20230320001098,11011,2022,105101,15360,"600,113,682,000","891,280,119,000","1,491,393,801,000","670,344,420,000","301,510,720,000","971,855,140,000","30,000,000,000","451,001,175,000","519,538,661,000","1,471,470,664,000","313,224,000","-6,857,913,000","-2,469,725,000"
20230327000820,11011,2022,152385,7460,"211,577,633,197","388,275,648,544","599,853,281,741","89,933,338,793","48,917,566,485","138,850,905,278","126,834,427,500","-293,004,564,863","461,002,376,463","78,349,308,044","-119,344,687,080","-115,611,062,215","-116,084,862,495"
20230315001419,11011,2022,490179,75130,"42,135,518,066","49,264,639,960","91,400,158,026","10,865,881,228","3,179,343,577","14,045,224,805","8,311,160,000","46,377,210,076","77,354,933,221","31,926,438,817","1,005,503,037","-2,189,171,410","-1,709,446,131"
20230317000534,11011,2022,1258710,302430,"60,000,967,797","20,017,470,474","80,018,438,271","23,852,699,844","413,231,987","24,265,931,831","4,916,604,000","14,446,398,362","55,752,506,440","75,710,472,632","3,770,745,384","3,761,259,914","2,685,093,168"
20230323001550,11011,2022,242934,83550,"94,497,673,402","90,268,726,452","184,766,399,854","42,648,822,849","9,104,750,229","51,753,573,078","5,625,808,000","104,851,494,845","133,012,826,776","151,648,508,473","6,915,810,542","9,162,716,362","7,690,467,522"
20230406000001,11011,2022,154426,3560,"22,750,455,380","223,569,674,032","246,320,129,412","145,839,309,404","13,003,915,237","158,843,224,641","107,047,824,000","-154,153,395,154","87,476,904,771",,"-32,175,585,561","-113,911,783,324","-112,100,061,572"
20230327000330,11011,2022,198697,20760,"34,999,130,791","82,304,439,703","117,303,570,494","80,757,113,949","7,615,791,741","88,372,905,690","25,756,870,500","-39,421,189,251","28,930,664,804","124,347,842,285","1,052,222,165","-3,627,403,567","-3,263,062,533"
20230320000344,11011,2022,220686,58610,"244,137,631,538","110,206,178,074","354,343,809,612","130,861,125,017","9,989,920,898","140,851,045,915","11,088,680,000","110,979,927,372","213,492,763,697","440,476,416,653","25,478,930,710","21,916,514,594","19,682,611,034"
20230321000757,11011,2022,429694,177830,"67,160,045,855","75,479,599,065","142,639,644,920","64,916,877,613","744,413,072","65,661,290,685","7,144,376,500","40,636,206,046","76,978,354,235","118,037,938,315","11,153,346,696","9,044,597,460","7,289,070,277"
20230413001460,11011,2022,1049422,208640,"39,924,140,177","8,015,472,707","47,939,612,884","1,921,217,884","11,595,046,943","13,516,264,827","13,924,025,400","-64,668,446,935","34,423,348,057","12,519,373,509","-16,478,666,060","-21,450,141,606","-21,450,141,606"
20230320000701,11011,2022,138598,36010,"85,684,376,687","61,766,227,125","147,450,603,812","25,753,451,254","4,707,614,235","30,461,065,489","6,896,467,000","77,106,230,933","116,989,538,323","164,696,756,994","11,291,045,446","11,375,577,017","9,358,568,386"
20230323000245,11011,2022,360036,46310,"98,977,255,677","20,073,076,007","119,050,331,684","32,370,268,573","5,674,685,554","38,044,954,127","8,209,320,500","13,180,755,958","81,005,377,557","147,603,183,932","15,339,889,216","14,192,387,883","11,263,503,569"
20230316001219,11011,2022,125530,5610,"539,519,447,906","755,880,137,700","1,295,399,585,606","649,482,563,312","256,808,143,859","906,290,707,171","43,145,045,000","364,261,133,573","389,108,878,435","3,314,547,280,509","89,513,471,496","70,782,876,250","53,236,796,550"
20230324000009,11011,2022,347716,51980,"17,121,861,855","17,729,132,165","34,850,994,020","11,249,943,455","2,491,860,744","13,741,804,199","18,582,614,500","-67,182,594,843","21,109,189,821","29,055,124,597","-5,423,735,146","-18,405,243,923","-18,274,553,750"
20230321001567,11011,2022,857727,136480,"397,405,599,817","512,427,122,686","909,832,722,503","530,725,212,392","78,006,950,393","608,732,162,785","53,104,851,000","26,233,255,678","301,100,559,718","1,342,909,403,482","46,819,347,142","3,763,249,792","5,001,809,745"
20230322001213,11011,2022,122205,18700,"32,853,790,412","56,074,908,639","88,928,699,051","24,561,845,766","5,468,864,638","30,030,710,404","103,766,118,354","-86,751,345,304","58,897,988,647","58,667,142,079","-5,160,401,668","-25,452,829,555","-25,250,348,276"
20230306000254,11011,2022,148896,10060,"4,110,803,927,000","2,634,730,327,000","6,745,534,254,000","1,577,971,429,000","1,156,165,459,000","2,734,136,888,000","127,246,855,000","2,935,330,723,000","4,011,397,366,000","4,671,316,051,000","976,672,782,000","1,001,629,603,000","877,756,345,000"
20230316001136,11011,2022,803425,123410,"214,918,450,990","179,183,204,649","394,101,655,639","193,094,440,431","52,140,677,379","245,235,117,810","2,784,106,400","116,459,526,563","148,866,537,829","561,043,636,760","19,446,713,015","10,936,888,698","8,273,445,536"
20230322000662,11011,2022,580065,101160,"162,287,937,565","99,509,530,825","261,797,468,390","48,229,846,672","27,675,597,097","75,905,443,769",,"144,367,407,830","185,892,024,621","255,929,775,545","50,701,951,182","49,833,441,370","41,497,460,909"
20230321001429,11011,2022,797364,119650,"265,002,514,123","58,471,206,560","323,473,720,683","229,916,925,659","36,802,111,307","266,719,036,966","17,300,228,000","-31,256,166,722","56,754,683,717","421,583,746,860","3,629,851,717","-19,244,340,300","-22,130,142,929"
20230320000982,11011,2022,228536,41440,"214,319,000,144","78,027,827,375","292,346,827,519","112,552,000,576","866,149,661","113,418,150,237","8,957,972,000","131,927,844,486","178,928,677,282","374,439,995,976","15,696,393,563","15,686,285,793","10,713,137,354"
20230316001325,11011,2022,118345,1530,"337,548,132,713","662,734,385,693","1,000,282,518,406","272,195,151,884","108,891,571,172","381,086,723,056","12,784,135,000","611,195,954,158","619,195,795,350","913,722,865,510","44,754,402,506","45,423,822,076","57,491,368,300"
20230323000659,11011,2022,636656,99430,"106,059,470,734","40,458,576,411","146,518,047,145","9,477,178,751","22,080,332,025","31,557,510,776","28,965,432,000","47,089,467,305","114,960,536,369","56,718,818,557","25,271,435,156","27,470,933,297","20,707,913,444"
20230315000715,11011,2022,1096341,225570,"204,036,431,993","121,512,973,714","325,549,405,707","59,676,973,659","28,823,642,672","88,500,616,331","32,880,547,000","-8,072,861,245","237,048,789,376","132,374,925,965","5,155,194,997","6,149,773,032","6,048,041,788"
20230321001025,11011,2022,489243,88130,"204,002,761,640","102,355,424,740","306,358,186,380","90,378,679,092","4,607,361,106","94,986,040,198","5,575,148,000","118,586,888,434","211,372,146,182","213,773,717,730","13,196,346,509","781,464,403","11,337,765"
20230314001219,11011,2022,1231786,317770,"39,755,226,364","10,485,978,452","50,241,204,816","2,153,786,567","155,950,475","2,309,737,042","1,527,010,000","12,730,285,007","47,931,467,774","15,077,690,234","2,817,514,520","2,985,696,751","3,096,994,916"
20230321001294,11011,2022,476036,83500,"28,321,931,045","64,044,454,985","92,366,386,030","15,996,617,236","12,383,330,183","28,379,947,419","4,245,361,000","23,616,947,082","63,986,438,611","67,642,003,556","5,815,829,219","5,611,222,773","4,049,584,294"
20230321000713,11011,2022,121288,5360,"119,271,179,657","99,161,444,065","218,432,623,722","91,158,525,042","20,664,699,974","111,823,225,016","18,897,307,000","55,848,177,822","106,609,398,706","149,532,210,261","6,277,196,330","3,879,112,788","3,315,766,792"
20230315001185,11011,2022,146269,3200,"555,778,028,112","620,967,957,950","1,176,745,986,062","210,161,785,960","62,136,371,003","272,298,156,963","12,000,000,000","865,816,864,666","904,447,829,099","593,058,768,403","-16,000,918,451","161,202,685,885","114,629,330,181"
20230314001159,11011,2022,157681,4000,"1,316,299,182,252","1,393,546,688,329","2,709,845,870,581","397,000,732,488","18,626,607,784","415,627,340,272","129,000,000,000","1,862,488,386,230","2,294,218,530,309","2,463,759,308,094","404,310,707,357","160,079,935,956","146,159,072,725"
20230323001226,11011,2022,406037,83660,"27,371,297,481","7,252,738,825","34,624,036,306","30,732,588,148","977,613,957","31,710,202,105","7,890,238,600","-50,189,142,128","2,913,834,201","61,199,059,267","-9,265,722,999","-11,726,882,727","-12,252,148,637"
20230331002336,11011,2022,530413,224060,"83,823,334,062","9,815,157,301","93,638,491,363","23,789,403,862","31,880,454,963","55,669,858,825","1,607,577,000","-35,899,076,375","37,968,632,538","20,111,858,404","-9,020,440,627","-22,151,978,793","-23,496,403,930"
20230321001433,11011,2022,362201,100700,"91,588,092,394","40,890,587,710","132,478,680,104","6,697,231,202","757,502,703","7,454,733,905","4,380,000,000","115,169,326,923","125,023,946,199","60,116,115,365","12,187,019,080","13,628,699,124","10,639,099,637"
20230315000963,11011,2022,130684,17390,"1,062,951,374,975","808,391,072,070","1,871,342,447,045","557,406,644,342","260,967,041,802","818,373,686,144","35,000,000,000","1,039,784,909,235","1,052,968,760,901","1,724,452,004,293","3,324,640,638","22,506,025,659","17,919,220,491"
20230316000870,11011,2022,608316,131220,"38,962,778,519","20,489,993,361","59,452,771,880","11,922,216,626","3,101,797,161","15,024,013,787","3,727,245,000","22,995,667,766","44,428,758,093","72,279,688,057","7,224,466,955","7,514,281,732","6,242,495,907"
20230322000771,11011,2022,157539,24120,"94,454,673,255","109,961,394,999","204,416,068,254","71,403,678,838","32,496,828,911","103,900,507,749","5,750,000,000","89,756,035,123","100,515,560,505","178,041,889,332","2,437,247,196","2,516,511,254","1,101,359,982"
20230316000752,11011,2022,671978,204020,"70,211,265,071","18,290,430,022","88,501,695,093","17,009,680,414","3,146,580,558","20,156,260,972","10,493,849,000","34,757,046,362","68,345,434,121","143,116,381,797","2,873,864,446","3,090,377,849","1,839,013,623"
20230310000888,11011,2022,130091,7540,"205,815,950,899","260,103,956,161","465,919,907,060","97,359,029,055","41,296,920,018","138,655,949,073","2,875,800,000","185,109,687,148","327,263,957,987","371,827,516,670","10,335,490,908","14,191,541,151","16,202,363,854"
20230320000507,11011,2022,147994,42600,"67,485,811,870","280,757,108,308","348,242,920,178","92,894,641,628","50,979,582,238","143,874,223,866","6,211,787,000","184,810,172,835","204,368,696,312","218,666,962,658","472,202,217","114,335,642,579","91,689,419,941"
20230309000717,11011,2022,138729,2310,"441,835,691,580","593,112,570,114","1,034,948,261,694","174,449,422,525","56,212,817,166","230,662,239,691","44,782,510,000","524,280,431,492","804,286,022,003","1,023,392,875,106","109,447,038,390","121,519,996,836","94,400,172,513"
20230313000859,11011,2022,348292,47080,"38,982,098,157","4,958,583,205","43,940,681,362","17,678,528,469","1,402,507,160","19,081,035,629","12,411,181,000","-35,036,870,978","24,859,645,733",,"3,536,564,112","4,083,050,171","3,319,108,150"
20230316001233,11011,2022,531014,84370,"297,304,073,244","136,709,735,554","434,013,808,798","77,570,179,279","9,741,591,101","87,311,770,380","11,458,021,000","314,021,837,652","346,702,038,418","310,632,917,779","53,640,954,367","59,182,009,132","42,595,162,228"
20230314001231,11011,2022,103626,10420,"98,702,819,393","36,241,692,955","134,944,512,348","78,697,171,280","5,145,964,090","83,843,135,370","10,246,506,000","23,084,865,534","51,101,376,978","314,246,057,568","2,686,828,469","2,870,110,705","1,771,478,736"
20230324000928,11011,2022,172936,4890,"337,798,307,653","161,604,405,558","499,402,713,211","63,178,229,577","18,947,291,664","82,125,521,241","12,126,075,000","405,630,983,746","417,277,191,970","498,050,514,999","22,590,867,293","28,752,143,279","21,844,965,319"
20230316001310,11011,2022,114792,1230,"2,774,282,526,162","3,676,965,270,720","6,451,247,796,882","2,824,096,283,756","340,540,243,055","3,164,636,526,811","690,953,196,364","1,381,822,147,521","3,286,611,270,071","8,511,126,283,083","743,493,091,943","547,679,373,077","425,456,163,404"
20230323001037,11011,2022,307222,57030,"44,419,862,082","43,637,786,106","88,057,648,188","30,906,391,942","7,959,527,843","38,865,919,785","8,156,348,500","26,746,573,149","49,191,728,403","62,562,529,887","4,781,298,295","5,218,220,854","7,633,315,424"
20230316000297,11011,2022,232821,36170,"17,068,468,350","96,259,804,080","113,328,272,430","1,405,649,377","1,247,630,204","2,653,279,581","61,365,626,000","-26,759,379,086","110,674,992,849","13,418,819,175","-1,074,633,601","4,113,200,820","4,178,060,330"
20230320000240,11011,2022,977650,182400,"24,902,891,865","144,792,166,072","169,695,057,937","71,192,888,972","15,281,079,028","86,473,968,000","20,168,997,000","-191,040,003,016","83,221,089,937","11,262,689,377","-49,653,047,361","-56,658,399,256","-55,607,367,453"
20230317000984,11011,2022,369170,51370,"123,540,412,972","163,343,102,010","286,883,514,982","83,677,882,991","5,399,135,626","89,077,018,617","11,663,736,000","-86,327,841,685","197,806,496,365","442,709,958,327","26,073,737,309","20,888,844,184","15,309,187,110"
20230316000376,11011,2022,992871,185750,"713,614,782,837","411,268,014,954","1,124,882,797,791","374,213,062,129","129,380,933,637","503,593,995,766","29,970,095,000","376,370,822,863","621,288,802,025","1,488,344,728,646","109,906,061,531","97,165,066,944","79,977,779,960"
20230321000651,11011,2022,135050,4720,"70,540,861,359","246,850,615,667","317,391,477,026","68,185,322,964","42,090,560,245","110,275,883,209","7,915,445,000","125,088,646,681","207,115,593,817","150,930,715,377","7,472,363,774","89,960,299,524","70,058,186,146"
20230321000755,11011,2022,560122,91440,"18,141,399,273","26,622,420,968","44,763,820,241","20,342,527,850","7,572,696,370","27,915,224,220","5,118,994,500","-17,727,334,716","16,848,596,021","23,045,775,227","-9,357,511,297","-15,003,052,369","-15,003,052,369"
20230323001434,11011,2022,364403,50890,"216,472,641,760","217,862,528,137","434,335,169,897","194,527,482,322","10,932,672,637","205,460,154,959","30,610,820,000","68,205,803,166","228,875,014,938","279,785,548,725","28,591,491,789","36,253,484,618","29,841,317,960"
20230321000830,11011,2022,356839,54180,"43,389,201,271","67,044,927,797","110,434,129,068","44,154,044,309","3,040,324,665","47,194,368,974","12,773,664,500","-83,441,714,832","63,239,760,094","21,817,103,875","-12,331,973,970","-42,618,622,800","-42,618,622,800"
20230316001462,11011,2022,164636,12630,"6,762,367,303,826","4,829,973,934,157","11,592,341,237,983","4,356,654,859,253","2,402,847,579,608","6,759,502,438,861","298,708,605,000","3,557,870,431,462","4,832,838,799,122","5,044,944,531,629","158,535,478,442","133,502,475,796","36,958,373,233"
20230324000305,11011,2022,870481,128540,"92,259,876,531","61,514,600,422","153,774,476,953","50,530,437,990","14,668,926,553","65,199,364,543","2,669,046,000","14,659,927,414","88,575,112,410","121,663,336,913","-1,924,041,613","157,063,774","-3,223,590,387"
20230320000388,11011,2022,127158,4920,"39,622,316,569","55,082,081,640","94,704,398,209","26,687,615,012","14,819,972,342","41,507,587,354","21,805,031,500","-26,886,202,213","53,196,810,855","56,721,432,617","588,292,963","-935,886,756","-657,667,869"
20230321001375,11011,2022,126201,6660,"201,631,943,530","107,022,847,651","308,654,791,181","41,011,848,299","8,772,032,290","49,783,880,589","4,063,157,000","250,894,921,306","258,870,910,592","95,745,353,970","8,737,465,177","45,071,312,000","40,961,799,062"
20230322001296,11011,2022,530556,122640,"44,521,301,572","145,219,029,216","189,740,330,788","71,928,317,143","35,823,212,374","107,751,529,517","9,025,925,000","13,894,054,781","81,988,801,271","75,993,760,726","-16,881,819,932","-7,315,780,594","-5,229,521,023"
20230317000757,11011,2022,125743,4560,"512,455,335,933","345,388,505,469","857,843,841,402","146,256,967,402","186,759,307,300","333,016,274,702","75,943,315,000","447,050,836,697","524,827,566,700","1,281,157,155,278","33,466,461,486","33,048,654,435","26,052,582,523"
20230407003525,11011,2022,1046203,204630,"62,335,729,009","57,978,155,897","120,313,884,906","53,810,291,512","820,891,846","54,631,183,358","32,527,344,000","-47,594,170,025","65,682,701,548","18,481,103,877","-3,949,483,310","-32,926,781,543","-32,951,620,305"
20230310000633,11011,2022,1167056,248170,"162,915,218,233","187,371,289,141","350,286,507,374","93,574,012,989","29,357,687,918","122,931,700,907","2,284,143,000","129,164,216,775","227,354,806,467","371,198,280,962","11,131,354,481","14,303,909,699","13,100,984,701"
20230320000702,11011,2022,144720,11690,"89,013,981,094","37,593,010,229","126,606,991,323","40,215,347,329","3,891,821,902","44,107,169,231","79,617,818,500","-92,290,188,101","82,499,822,092","120,518,463,736","1,782,281,304","-2,014,989,764","-2,214,111,179"
20230317000869,11011,2022,1319899,302440,"1,783,694,210,430","358,237,173,120","2,141,931,383,550","380,037,427,181","20,191,960,306","400,229,387,487","38,392,023,000","533,377,515,598","1,741,701,996,063","456,725,871,196","115,013,617,843","141,733,182,454","122,451,949,931"
20230320000361,11011,2022,1023318,347000,"43,655,909,735","33,128,043,129","76,783,952,864","28,809,429,183","4,398,356,855","33,207,786,038","4,125,622,000","-1,477,463,690","43,576,166,826","40,803,201,331","2,757,333,155","1,507,328,058","848,454,790"
20230320000951,11011,2022,220057,32620,"75,278,175,606","86,603,026,916","161,881,202,522","24,550,463,436","13,823,834,029","38,374,297,465","26,098,569,500","46,467,723,346","123,506,905,057","133,343,230,209","6,745,714,587","6,091,695,977","4,107,190,518"
20230321001349,11011,2022,1165155,250060,"53,421,517,488","23,856,300,301","77,277,817,789","28,711,266,798","4,050,507,567","32,761,774,365","3,217,131,400","-11,087,518,531","44,516,043,424","19,665,103,949","-4,014,750,237","-6,107,620,517","-6,195,299,857"
20230331000004,11011,2022,153126,5740,"271,727,927,368","882,042,160,079","1,153,770,087,447","405,281,944,441","230,529,747,414","635,811,691,855","7,724,036,500","253,954,908,327","517,958,395,592","979,071,454,561","38,440,307,559","39,811,042,495","23,752,044,518"
20230316000647,11011,2022,128661,31330,"604,743,440,194","98,842,581,777","703,586,021,971","333,392,017,085","9,111,915,926","342,503,933,011","49,997,533,500","227,402,152,786","361,082,088,960","2,544,385,766,501","78,764,500,521","76,509,354,304","57,790,206,549"
20230315000315,11011,2022,166519,850,"204,833,126,801","269,199,489,135","474,032,615,936","85,246,377,720","43,520,434,782","128,766,812,502","11,000,000,000","255,940,172,898","345,265,803,434","244,093,710,786","8,182,884,639","44,905,273,596","37,485,626,338"
20230321000706,11011,2022,799539,122310,"68,446,611,149","37,751,515,427","106,198,126,576","17,472,828,834","761,831,463","18,234,660,297","7,276,922,000","67,781,054,792","87,963,466,279","82,604,106,563","14,917,969,338","15,704,118,833","13,900,299,511"
20230323001104,11011,2022,641171,100030,"28,424,861,352","32,559,608,073","60,984,469,425","9,273,580,475","1,637,922,092","10,911,502,567","1,641,857,000","42,675,571,767","50,072,966,858","23,560,257,909","4,861,579,243","5,161,543,344","4,308,653,500"
20230321001088,11011,2022,493510,85670,"75,701,960,164","99,401,012,583","175,102,972,747","98,937,561,349","9,402,943,416","108,340,504,765","32,651,784,907","21,026,603,627","66,762,467,982","260,296,708,056","17,899,112,577","17,019,184,868","14,412,228,454"
20230321001035,11011,2022,223434,36810,"102,142,383,708","292,617,422,290","394,759,805,998","90,073,320,602","58,933,021,081","149,006,341,683","10,878,394,500","160,139,289,853","245,753,464,315","223,393,506,783","6,180,171,118","41,157,343,022","40,839,358,558"
20230321001209,11011,2022,164779,660,"28,733,332,000,000","75,138,180,000,000","103,871,512,000,000","19,843,696,000,000","20,737,274,000,000","40,580,970,000,000","3,657,652,000,000","56,685,260,000,000","63,290,542,000,000","44,621,568,000,000","6,809,417,000,000","4,002,780,000,000","2,241,669,000,000"
20230321001185,11011,2022,131504,11370,"890,596,494,339","157,211,271,938","1,047,807,766,277","453,084,988,302","198,396,815,504","651,481,803,806","50,447,432,500","348,812,586,409","396,325,962,471","730,033,168,624","59,842,013,346","56,958,766,496","39,359,336,310"
20230315000667,11011,2022,210740,67080,"51,212,556,542","147,843,916,477","199,056,473,019","83,259,700,454","34,105,487,959","117,365,188,413",,"45,862,209,424","81,691,284,606","131,911,692,836","5,848,093,540","2,426,090,379","1,221,158,031"
20230324000049,11011,2022,864338,196700,"31,871,076,655","29,671,598,786","61,542,675,441","25,129,804,120","2,867,252,647","27,997,056,767","7,182,072,000","10,456,464,328","33,545,618,674","34,028,733,040","-1,099,006,239","-8,051,924,072","-8,497,971,740"
20230323001041,11011,2022,1051472,229000,"8,011,451,044","29,227,214,201","37,238,665,245","25,867,820,698","5,697,637,813","31,565,458,511","3,493,796,000","-66,045,721,279","5,673,206,734","2,559,487,184","-11,007,096,768","-25,451,559,851","-25,450,909,971"
20230320000376,11011,2022,579980,84850,"248,697,841,590","406,056,320,356","654,754,161,946","374,478,519,330","82,494,784,385","456,973,303,715","11,570,200,000","16,890,814,474","197,780,858,231","633,477,432,853","-16,157,288,816","-18,875,585,054","-21,340,469,698"
20230320000565,11011,2022,130383,6730,"143,107,268,780","1,922,606,079,538","2,065,713,348,318","789,174,011,639","459,731,006,552","1,248,905,018,191","30,199,852,500","439,799,508,125","816,808,330,127","135,281,001,825","19,185,280,991","30,498,487,923","25,411,395,953"
20230316000845,11011,2022,146560,19540,"184,332,791,216","197,008,340,752","381,341,131,968","281,314,760,272","6,854,455,795","288,169,216,067","6,756,750,000","83,448,917,700","93,171,915,901","229,144,511,634","616,400,443","-2,618,022,789","-9,094,490,726"
20230316001402,11011,2022,325112,53610,"214,362,534,288","133,135,895,551","347,498,429,839","40,355,832,072","2,601,571,132","42,957,403,204","5,500,000,000","284,154,759,111","304,541,026,635","198,772,415,105","60,067,389,685","57,355,218,978","43,628,824,796"
20230321000360,11011,2022,1135941,240810,"596,025,062,092","525,645,476,569","1,121,670,538,661","248,902,022,998","3,041,211,501","251,943,234,499","24,541,950,500","521,283,769,486","869,727,304,162","1,011,484,981,702","97,554,876,588","117,338,639,677","89,438,212,718"
20230323001077,11011,2022,532855,80720,"54,569,920,468","57,952,843,107","112,522,763,575","58,992,210,027","4,918,266,424","63,910,476,451","3,951,864,000","4,653,970,470","48,612,287,124","61,293,490,389","1,271,423,011","943,542,302","-932,022,078"
20230321001361,11011,2022,925295,173940,"44,404,496,747","51,229,909,089","95,634,405,836","39,504,440,809","11,720,797,089","51,225,237,898","7,604,198,500","-12,120,852,474","44,409,167,938","65,786,471,717","-13,183,189,634","-17,010,195,626","-17,600,437,229"
20230322000847,11011,2022,486370,80470,"61,248,210,063","62,630,544,908","123,878,754,971","59,272,667,913","15,700,618,862","74,973,286,775","3,650,000,000","33,396,695,631","48,905,468,196","184,784,543,631","6,954,638,923","5,099,119,672","2,581,561,348"
20230315000729,11011,2022,1015160,332570,"103,313,330,256","15,318,332,294","118,631,662,550","53,134,905,734","3,519,005,961","56,653,911,695","18,670,678,000","-4,068,536,084","61,977,750,855","51,388,503,167","4,325,015,868","-11,573,902,957","-10,389,635,536"
20230321000905,11011,2022,610083,141000,"105,213,609,020","90,239,516,985","195,453,126,005","24,745,718,070","1,287,861,638","26,033,579,708","6,057,355,500","126,616,818,266","169,419,546,297","70,975,044,017","13,967,392,089","18,631,265,005",
